id,handle,first_name,last_name,email,street,city,state,state_animal,real_food_affinity_category_id,luxury_brand_affinity_category_id,tech_gadget_affinity_category_id,travel_affinity_category_id
397,tjosselsonb0,Tonia,Josselson,tjosselsonb0@ted.com,611 Sloan Lane,Shawnee Mission,Kansas,Gulls (unidentified),1,7,9,13
398,gjowlingb1,Gaby,Jowling,gjowlingb1@networksolutions.com,181 Manley Trail,Concord,California,"Flicker, campo",4,6,9,15
400,eyakovlevb3,Emmett,Yakovlev,eyakovlevb3@wufoo.com,73759 Gerald Court,Harrisburg,Pennsylvania,"Lark, horned",4,7,10,14
403,dsergantb6,Deidre,Sergant,dsergantb6@zimbio.com,41 Lotheville Crossing,Washington,District of Columbia,Little grebe,3,8,9,16
404,ayeliashevb7,Arne,Yeliashev,ayeliashevb7@weebly.com,69 Dawn Alley,Charlotte,North Carolina,"Baboon, gelada",1,8,10,15
408,dgiovannaccibb,Daisie,Giovannacc@i,dgiovannaccibb@twitpic.com,17 Michigan Pass,Jacksonville,Florida,"Cat, european wild",1,7,9,16
409,ateasdalemarkiebc,Alvie,Teasdale-Markie,ateasdalemarkiebc@phoca.cz,946 1st Parkway,Augusta,Georgia,Platypus,1,7,10,13
411,aayscoughbe,Ashla,Ayscough,aayscoughbe@technorati.com,888 Myrtle Road,Fort Myers,Florida,Burmese black mountain tortoise,1,7,10,13
412,wleaverbf,West,Leaver,wleaverbf@moonfruit.com,1 Lighthouse Bay Road,Phoenix,Arizona,"Spoonbill, european",3,5,10,15
414,midwalevansbh,Marlane,Idwal Evans,midwalevansbh@dyndns.org,64779 Novick Lane,Newport News,Virginia,Coqui francolin,4,7,10,14
416,alefeuvrebj,Ava,Le feuvre,alefeuvrebj@artisteer.com,050 Crescent Oaks Point,Pinellas Park,Florida,"Boa, columbian rainbow",4,6,10,15
417,sattestonebk,Shep,Atte-Stone,sattestonebk@clickbank.net,578 American Ash Drive,Odessa,Texas,"Insect, stick",3,8,9,16
421,aadlambo,Anderson,Adlam,aadlambo@theatlantic.com,549 Washington Junction,Indianapolis,Indiana,Lesser flamingo,1,6,10,16
424,mvareybr,Marcel,Varey,mvareybr@over-blog.com,4 North Junction,Little Rock,Arkansas,Sidewinder,3,8,10,14
425,rchatellbs,Ronalda,Chatell,rchatellbs@1688.com,7969 Butterfield Avenue,Pittsburgh,Pennsylvania,Bushbuck,3,5,9,14
428,etinlinebv,Ettore,Tinline,etinlinebv@constantcontact.com,9658 Farmco Court,Saint Petersburg,Florida,Chimpanzee,3,7,10,15
432,sdepietribz,Shaw,De Pietri,sdepietribz@biglobe.ne.jp,8 Harbort Terrace,Lexington,Kentucky,Black-backed magpie,2,7,9,13
433,amckinnonc0,Aggi,McKinnon,amckinnonc0@nasa.gov,52479 Novick Crossing,Jamaica,New York,"Fox, arctic",3,6,9,14
434,afavellec1,Amelia,Favelle,afavellec1@reuters.com,48 Hagan Court,Washington,District of Columbia,"Zorro, common",1,5,10,15
435,vgarshorec2,Vincents,Garshore,vgarshorec2@google.com,525 Northport Lane,Newcastle,United Kingdom,Bateleur eagle,1,7,9,16
437,csymmonsc4,Chrissy,Symmons,csymmonsc4@state.tx.us,57 Bluejay Avenue,Roanoke,Virginia,Brush-tailed bettong,3,7,10,14
438,lhathwoodc5,Lewie,Hathwood,lhathwoodc5@rambler.ru,158 Westerfield Place,Nashville,Tennessee,Agouti,1,6,9,15
439,gsamwaysc6,Gloriana,Samways,gsamwaysc6@oracle.com,4991 Hermina Point,Denton,Texas,Klipspringer,4,5,9,16
444,galbrookcb,Gretna,Albrook,galbrookcb@google.es,90317 Morning Circle,New York City,New York,Little cormorant,3,8,10,13
446,pmenerecd,Patience,Menere,pmenerecd@reference.com,2368 Michigan Center,Fresno,California,Raccoon dog,1,8,9,13
448,sviggarscf,Shanda,Viggars,sviggarscf@uiuc.edu,4 Grover Junction,Las Vegas,Nevada,Denham's bustard,3,7,9,14
456,emebiuscn,Eziechiele,Mebius,emebiuscn@mozilla.com,936 Luster Parkway,Dayton,Ohio,"Lynx, african",4,7,10,15
461,nhuecs,Nanni,Hue,nhuecs@nytimes.com,5 Sloan Street,Hartford,Connecticut,White-cheeked pintail,4,7,9,15
462,sbadgerct,Simeon,Badger,sbadgerct@wsj.com,768 Sheridan Street,Columbus,Georgia,Four-horned antelope,3,7,10,16
471,smundeed2,Scottie,Mundee,smundeed2@list-manage.com,3 Maple Wood Crossing,Los Angeles,California,Puma,1,5,10,13
472,bmacgibbond3,Bamby,MacGibbon,bmacgibbond3@time.com,099 Grasskamp Park,Dallas,Texas,Black curlew,3,7,10,14
484,eyushachkovdf,Ezri,Yushachkov,eyushachkovdf@sbwire.com,7 Del Sol Street,New Castle,Pennsylvania,"Crane, sarus",2,7,9,13
491,dpickerelldm,Duffy,Pickerell,dpickerelldm@nationalgeographic.com,5337 Redwing Place,Pittsburgh,Pennsylvania,Ring dove,1,8,9,14
494,gnaisbittdp,Gertrud,Naisbitt,gnaisbittdp@about.me,06202 Stoughton Avenue,Beaverton,Oregon,"Hornbill, leadbeateri's ground",3,8,9,13
495,mgormallydq,Morly,Gormally,mgormallydq@yale.edu,9 Russell Pass,Garden Grove,California,"Hyena, spotted",4,7,9,13
497,qbuxamds,Quentin,Buxam,qbuxamds@lulu.com,653 Granby Junction,Aurora,Colorado,Gaur,2,5,10,14
498,kmansourdt,Karlis,Mansour,kmansourdt@xing.com,96 Village Parkway,Torrance,California,Roe deer,3,7,9,16
502,sstokesdx,Shaylyn,Stokes,sstokesdx@usnews.com,538 Sunfield Circle,York,Pennsylvania,"Starfish, crown of thorns",2,5,10,14
503,agambledy,Anna-diane,Gamble,agambledy@home.pl,012 Jay Avenue,Fort Worth,Texas,"Bleu, blue-breasted cordon",1,8,9,13
504,abarthoddz,Alexandra,Barthod,abarthoddz@berkeley.edu,868 Alpine Road,Grand Rapids,Michigan,"White-eye, cape",3,8,10,15
514,ctullote9,Cariotta,Tullot,ctullote9@disqus.com,797 Green Hill,Boston,Massachusetts,"Waxbill, blue",1,6,9,15
515,mcarmanea,Margette,Carman,mcarmanea@elegantthemes.com,54 Basil Place,Newark,New Jersey,Northern elephant seal,2,5,9,13
517,nhunnaballec,Netti,Hunnaball,nhunnaballec@barnesandnoble.com,70 Meadow Valley Road,North Las Vegas,Nevada,Musk ox,3,5,10,14
521,wembletoneg,Wynn,Embleton,wembletoneg@telegraph.co.uk,03662 Oak Valley Terrace,Lehigh Acres,Florida,Cape wild cat,1,8,10,16
522,fkhidreh,Fletch,Khidr,fkhidreh@go.com,325 Tony Avenue,Washington,District of Columbia,Bontebok,1,8,9,13
523,rroyansei,Randy,Royans,rroyansei@google.de,001 Hooker Park,Charlotte,North Carolina,"Albatross, waved",2,8,9,15
525,wcarnelleyek,Wyn,Carnelley,wcarnelleyek@pagesperso-orange.fr,78544 John Wall Lane,Dayton,Ohio,"Beaver, american",2,8,10,14
527,tslyfordem,Tommie,Slyford,tslyfordem@pbs.org,513 Dexter Circle,Columbus,Ohio,"Whale, baleen",4,6,9,16
534,ladriaanet,Leon,Adriaan,ladriaanet@weather.com,89 Rieder Terrace,Terre Haute,Indiana,Bottle-nose dolphin,4,6,10,13
536,aingleseev,Aurie,Inglese,aingleseev@xing.com,085 Eliot Terrace,Morgantown,West Virginia,"Lark, horned",2,7,10,16
537,lmacerew,Lionel,Macer,lmacerew@topsy.com,895 Hagan Road,Pasadena,California,"Oystercatcher, blackish",2,8,10,13
538,megeex,Maxy,Ege,megeex@businessweek.com,9 Haas Lane,San Diego,California,"Heron, striated",3,8,9,14
540,lgoldsbroughez,Lynna,Goldsbrough,lgoldsbroughez@woothemes.com,20 Farmco Hill,Omaha,Nebraska,"Bee-eater, white-fronted",3,7,10,13
541,lbewseyf0,Loria,Bewsey,lbewseyf0@nps.gov,290 Spohn Avenue,Las Cruces,New Mexico,Blackish oystercatcher,4,6,9,15
542,cstockleyf1,Charmine,Stockley,cstockleyf1@cargocollective.com,3310 Comanche Terrace,Boulder,Colorado,Tawny eagle,2,6,10,14
544,carnetf3,Carlen,Arnet,carnetf3@engadget.com,34 Old Shore Way,Evansville,Indiana,Egyptian vulture,4,8,9,16
545,mschimankf4,Markus,Schimank,mschimankf4@dagondesign.com,67998 Twin Pines Pass,Chicago,Illinois,"Kangaroo, black-faced",4,7,10,14
548,ssleithf7,Sheffy,Sleith,ssleithf7@nifty.com,0814 Hallows Way,Washington,District of Columbia,"Civet, small-toothed palm",2,6,9,14
549,agooldenf8,Amitie,Goolden,agooldenf8@redcross.org,648 Maple Wood Hill,Shawnee Mission,Kansas,Crab-eating raccoon,1,7,9,13
550,kshayesf9,Kanya,Shayes,kshayesf9@sfgate.com,82527 Elmside Court,Washington,District of Columbia,"Stork, marabou",2,6,9,16
551,pwiggansfa,Padgett,Wiggans,pwiggansfa@earthlink.net,56184 Northview Crossing,Greenville,South Carolina,"Lemming, collared",2,5,10,13
552,aklinefb,Andre,Kline,aklinefb@opensource.org,8 Cherokee Circle,Bronx,New York,Uinta ground squirrel,4,6,10,14
554,glotheringtonfd,Garvey,Lotherington,glotheringtonfd@hatena.ne.jp,99918 Marcy Avenue,Chicago,Illinois,"Kiskadee, great",4,6,10,16
559,cbarnwallfi,Cathy,Barnwall,cbarnwallfi@51.la,1112 Sloan Circle,Tucson,Arizona,"Squirrel, african bush",3,8,10,14
560,jcolecroughfj,Joscelin,Colecrough,jcolecroughfj@skype.com,84 Lotheville Street,Lincoln,Nebraska,Ring dove,4,6,9,15
562,smalecfl,Svend,Malec,smalecfl@chicagotribune.com,27 Bunker Hill Drive,Honolulu,Hawaii,Hanuman langur,2,7,9,16
563,hpomfreyfm,Haleigh,Pomfrey,hpomfreyfm@engadget.com,58 Morning Lane,El Paso,Texas,"Stork, european",3,26,9,13
567,jmerrellfq,Judy,Merrell,jmerrellfq@scientificamerican.com,79609 Miller Park,Texarkana,Texas,Common ringtail,1,6,10,14
569,ltruswellfs,Lek,Truswell,ltruswellfs@macromedia.com,33483 Schmedeman Parkway,El Paso,Texas,Hawk-headed parrot,4,7,9,15
570,zvongladbachft,Zachary,Von Gladbach,zvongladbachft@google.nl,024 Carioca Alley,Phoenix,Arizona,Grant's gazelle,3,6,9,14
572,gcommuccifv,Giffy,Commucci,gcommuccifv@nytimes.com,3392 Declaration Crossing,Carlsbad,California,Nyala,3,5,10,15
575,smckeighanfy,Sybila,McKeighan,smckeighanfy@so-net.ne.jp,74 American Park,Las Cruces,New Mexico,Sociable weaver,4,5,10,14
577,nsmolang0,Noel,Smolan,nsmolang0@mapquest.com,139 Troy Center,Milwaukee,Wisconsin,Arboral spiny rat,2,7,10,14
579,ecattermoulg2,Ev,Cattermoul,ecattermoulg2@livejournal.com,929 Pennsylvania Pass,Bethesda,Maryland,Puna ibis,4,5,10,15
585,rcrawg8,Rog,Craw,rcrawg8@jalbum.net,4923 East Court,Bonita Springs,Florida,"Cat, civet",4,7,9,14
586,jmertschingg9,Jania,Mertsching,jmertschingg9@amazon.com,786 Morrow Trail,Philadelphia,Pennsylvania,"Woodpecker, downy",2,7,9,15
592,lgreevesongf,Lena,Greeveson,lgreevesongf@creativecommons.org,88 Fallview Lane,Topeka,Kansas,"Penguin, fairy",3,5,9,16
594,hrobeirogh,Hilda,Robeiro,hrobeirogh@yale.edu,502 Norway Maple Center,Pocatello,Idaho,"Antelope, sable",4,7,9,16
597,esauvangk,Ertha,Sauvan,esauvangk@ebay.co.uk,07 Pankratz Circle,Winter Haven,Florida,"Shark, blue",3,5,10,16
601,wschlaghgo,Welbie,Schlagh,wschlaghgo@geocities.jp,4 Kingsford Road,Philadelphia,Pennsylvania,Cereopsis goose,1,7,10,13
604,rfitzalangr,Rollin,FitzAlan,rfitzalangr@printfriendly.com,9 Banding Terrace,Anchorage,Alaska,"Porcupine, african",4,5,10,15
605,wferronegs,Westley,Ferrone,wferronegs@walmart.com,19 Bunting Plaza,Danbury,Connecticut,Two-toed sloth,3,7,10,15
606,kmogragt,Kesley,Mogra,kmogragt@slashdot.org,62511 Washington Crossing,Los Angeles,California,Black-throated cardinal,3,5,9,14
609,jarlottgw,Jilleen,Arlott,jarlottgw@instagram.com,1 Red Cloud Place,Houston,Texas,"Monkey, rhesus",3,7,9,15
610,sgrayshongx,Saundra,Grayshon,sgrayshongx@creativecommons.org,7 Barnett Road,Charleston,South Carolina,American bighorn sheep,3,8,9,14
612,dblackneygz,Di,Blackney,dblackneygz@statcounter.com,81 Lillian Alley,Lima,Ohio,Collared lizard,2,8,10,14
613,rlynaghh0,Riki,Lynagh,rlynaghh0@jigsy.com,70096 Spenser Lane,Englewood,Colorado,"Kingfisher, pied",2,5,10,15
617,pgoodbarneh4,Phelia,Goodbarne,pgoodbarneh4@hexun.com,26 Florence Way,Charlotte,North Carolina,Japanese macaque,4,7,9,16
620,rwaistellh7,Rhody,Waistell,rwaistellh7@t.co,00010 Schmedeman Trail,Topeka,Kansas,White-winged tern,4,5,10,15
621,fblackerh8,Faye,Blacker,fblackerh8@technorati.com,93 Bultman Plaza,Portland,Oregon,"Pie, indian tree",1,8,10,14
623,pcreeganha,Phip,Creegan,pcreeganha@house.gov,176 Meadow Vale Parkway,Washington,District of Columbia,Swallow (unidentified),1,5,10,16
624,eetheridgehb,Emilia,Etheridge,eetheridgehb@amazon.com,41 Norway Maple Avenue,Fairbanks,Alaska,Capybara,2,5,10,13
629,acrosihg,Allyn,Crosi,acrosihg@examiner.com,069 Fieldstone Park,Hattiesburg,Mississippi,Red and blue macaw,4,7,9,13
631,rmacgillicuddyhi,Rivkah,MacGillicuddy,rmacgillicuddyhi@chicagotribune.com,0 Marcy Crossing,Miami,Florida,Coqui francolin,4,7,9,16
632,rmcphilemyhj,Rene,McPhilemy,rmcphilemyhj@redcross.org,0 Carberry Plaza,Aurora,Colorado,European stork,1,7,10,16
635,bludewighm,Brigg,Ludewig,bludewighm@so-net.ne.jp,35 Fordem Center,Bloomington,Indiana,"Lion, steller's sea",4,5,10,14
636,jcumberledgehn,Jody,Cumberledge,jcumberledgehn@auda.org.au,7334 Di Loreto Way,Columbus,Ohio,Southern screamer,2,5,10,14
637,ckoppesho,Callie,Koppes,ckoppesho@is.gd,6 Warner Center,Roanoke,Virginia,Red-necked wallaby,3,8,9,16
638,fcurdshp,Farlay,Curds,fcurdshp@youtube.com,5896 Maywood Plaza,Greensboro,North Carolina,Long-tailed spotted cat,4,7,10,15
639,jquinnellhq,Joana,Quinnell,jquinnellhq@virginia.edu,1 3rd Avenue,Fort Lauderdale,Florida,Brown antechinus,1,7,9,16
640,bwestreyhr,Bobbye,Westrey,bwestreyhr@feedburner.com,747 Tomscot Center,Wichita,Kansas,"Goose, knob-nosed",3,5,9,16
641,spavlitschekhs,Sly,Pavlitschek,spavlitschekhs@twitter.com,85272 Harbort Point,Milwaukee,Wisconsin,Sportive lemur,2,7,10,14
648,tgillingshz,Tiffanie,Gillings,tgillingshz@theatlantic.com,81287 Hollow Ridge Point,Springfield,Missouri,Mexican boa,1,8,9,16
649,bstraceyi0,Brandea,Stracey,bstraceyi0@alibaba.com,9569 Di Loreto Circle,Beaverton,Oregon,"Sungazer, yellow-brown",1,8,9,13
652,ceringeyi3,Collete,Eringey,ceringeyi3@japanpost.jp,21153 Kedzie Road,Gatesville,Texas,"Swan, black",4,8,9,13
653,ibaldassii4,Ilsa,Baldassi,ibaldassii4@redcross.org,8821 Schiller Lane,Camden,New Jersey,"Lion, galapagos sea",2,7,9,14
657,tlelandei8,Tadd,Lelande,tlelandei8@t.co,2 Luster Trail,Virginia Beach,Virginia,Australian masked owl,2,8,9,13
661,bseific,Beverie,Seif,bseific@fotki.com,67 Barby Place,Laurel,Maryland,"Eagle, golden",2,8,10,13
666,cgirardeyih,Chloris,Girardey,cgirardeyih@usatoday.com,8 Graceland Road,Dallas,Texas,Worm snake (unidentified),4,6,9,16
667,sbrendishii,Shani,Brendish,sbrendishii@nhs.uk,6552 Superior Hill,Oklahoma City,Oklahoma,Frog (unidentified),3,7,9,14
668,ehanniganeij,Euell,Hannigane,ehanniganeij@msn.com,2658 Brickson Park Court,Birmingham,Alabama,"Trumpeter, dark-winged",3,7,10,13
674,ebarrittip,Ethan,Barritt,ebarrittip@businessweek.com,4684 Arrowood Road,Memphis,Tennessee,"Skink, blue-tongued",3,8,10,16
677,ejacobowiczis,Ernestine,Jacobowicz,ejacobowiczis@goo.gl,3556 Carey Plaza,Cincinnati,Ohio,"Phalarope, red-necked",4,7,9,15
678,jchalcraftit,Joan,Chalcraft,jchalcraftit@naver.com,32 Farmco Road,Odessa,Texas,"Hornbill, southern ground",2,5,9,16
683,colubyiy,Cristen,O'Luby,colubyiy@java.com,5077 Sycamore Lane,Des Moines,Iowa,American beaver,2,7,9,16
684,ogilberthorpeiz,Omar,Gilberthorpe,ogilberthorpeiz@yellowbook.com,427 Hagan Hill,Arlington,Virginia,"Anteater, giant",2,6,10,13
686,mmalhamj1,Manda,Malham,mmalhamj1@sfgate.com,64931 Stone Corner Center,Mount Vernon,New York,Golden jackal,3,5,9,15
687,sstendallj2,Samantha,Stendall,sstendallj2@cdbaby.com,82765 Lillian Avenue,Naples,Florida,Greater blue-eared starling,2,8,9,14
688,wurenj3,Wenonah,Uren,wurenj3@businessweek.com,33407 Kropf Court,Huntington Beach,California,"Rabbit, eastern cottontail",4,6,10,16
690,ablackadderj5,Annmarie,Blackadder,ablackadderj5@reference.com,75820 Thompson Junction,Bloomington,Illinois,European stork,2,8,9,13
692,ggodbertj7,Gayla,Godbert,ggodbertj7@4shared.com,35396 Dayton Alley,Dallas,Texas,Cobra (unidentified),4,5,10,14
693,dfawksj8,Donnie,Fawks,dfawksj8@ihg.com,2 Annamark Hill,Amarillo,Texas,"Eagle, golden",4,6,9,15
694,eoffnerj9,Edie,Offner,eoffnerj9@cpanel.net,92 Heath Court,El Paso,Texas,"Iguana, land",2,7,10,15
697,bstockingsjc,Brett,Stockings,bstockingsjc@microsoft.com,697 Algoma Place,San Diego,California,Brown antechinus,4,8,9,15
699,mmcmackinje,Mirilla,McMackin,mmcmackinje@opensource.org,4879 Crowley Terrace,Roanoke,Virginia,Uinta ground squirrel,3,5,10,15
701,glanhamjg,Gabriel,Lanham,glanhamjg@bbb.org,2216 Moland Street,Flint,Michigan,Carpet snake,4,8,10,14
704,lchaplingjj,Lorne,Chapling,lchaplingjj@omniture.com,2071 Transport Park,Honolulu,Hawaii,Rose-ringed parakeet,3,6,9,14
707,cfelljm,Clarissa,Fell,cfelljm@umn.edu,11272 Iowa Circle,Bonita Springs,Florida,"Snake, racer",1,8,10,13
708,pbeckersjn,Pepe,Beckers,pbeckersjn@sitemeter.com,6 Mockingbird Way,Denver,Colorado,"Albatross, waved",3,5,10,15
709,iarnaldyjo,Ivan,Arnaldy,iarnaldyjo@hud.gov,125 Schurz Hill,Columbus,Ohio,Red howler monkey,3,5,9,14
711,dbrideljq,Dmitri,Bridel,dbrideljq@oaic.gov.au,4745 Hoffman Drive,San Jose,California,"Tern, royal",4,5,10,15
712,chauxleyjr,Charles,Hauxley,chauxleyjr@ucoz.com,3358 Bonner Alley,Charlottesville,Virginia,Snake (unidentified),4,7,10,15
713,eburnsidejs,Em,Burnside,eburnsidejs@youtube.com,42 Roth Hill,Gastonia,North Carolina,Warthog,3,6,9,15
716,rkilpatrickjv,Rhodia,Kilpatrick,rkilpatrickjv@addthis.com,56483 Hintze Alley,Montgomery,Alabama,Tiger snake,1,6,10,14
718,bcowwelljx,Bryn,Cowwell,bcowwelljx@bandcamp.com,7169 Warbler Avenue,El Paso,Texas,Neotropic cormorant,4,8,10,16
725,afolkerdk4,Arluene,Folkerd,afolkerdk4@slideshare.net,638 Mifflin Crossing,El Paso,Texas,Squirrel glider,3,7,10,14
726,abesterk5,Anastassia,Bester,abesterk5@goo.ne.jp,95 Reindahl Point,Des Moines,Iowa,"Zebra, common",1,6,9,15
727,kmabbek6,Kimberlee,Mabbe,kmabbek6@youtu.be,417 Dottie Trail,Washington,District of Columbia,"Eagle, bateleur",1,7,10,16
728,vgerreyk7,Vittoria,Gerrey,vgerreyk7@desdev.cn,15709 Bashford Court,Syracuse,New York,"Bandicoot, southern brown",1,5,10,14
730,bbarliek9,Brande,Barlie,bbarliek9@liveinternet.ru,537 Hansons Junction,Toledo,Ohio,"Duck, mountain",4,8,10,15
732,bskeenekb,Bertha,Skeene,bskeenekb@earthlink.net,85 Jana Avenue,Colorado Springs,Colorado,"Squirrel, thirteen-lined",1,6,9,15
733,tpiesoldkc,Taddeo,Piesold,tpiesoldkc@icio.us,40 Northland Way,South Bend,Indiana,Steller sea lion,4,6,9,13
735,rbuckieke,Robyn,Buckie,rbuckieke@scribd.com,0 Graedel Parkway,Stamford,Connecticut,Llama,2,7,9,14
736,jdanigelkf,Jeanne,Danigel,jdanigelkf@aol.com,2140 Linden Drive,Fort Wayne,Indiana,Margay,3,5,9,15
737,cughettikg,Clareta,Ughetti,cughettikg@odnoklassniki.ru,82 Merry Pass,Abilene,Texas,Ibex,1,8,10,16
739,kjeffreeki,Kellie,Jeffree,kjeffreeki@qq.com,7531 Maple Street,Irving,Texas,"Salmon, sockeye",3,8,10,14
740,ksnelgrovekj,Kariotta,Snelgrove,ksnelgrovekj@ezinearticles.com,25938 Lyons Pass,Corona,California,Striped skunk,3,5,10,16
744,imaciejakkn,Izzy,Maciejak,imaciejakkn@hao123.com,4 Pine View Parkway,Washington,District of Columbia,American buffalo,2,7,9,15
745,cstanleyko,Colver,Stanley,cstanleyko@yale.edu,47345 Mifflin Center,Chicago,Illinois,"White-eye, pale",1,7,9,14
746,lholbornkp,Lanny,Holborn,lholbornkp@xinhuanet.com,4738 Oxford Parkway,Honolulu,Hawaii,Thomson's gazelle,2,8,10,14
747,ahamiltonkq,Alexei,Hamilton,ahamiltonkq@shareasale.com,1159 Gateway Drive,Chicago,Illinois,"Swan, black",3,6,10,16
750,jroebykt,Jodie,Roeby,jroebykt@dedecms.com,2773 Fieldstone Center,Peoria,Illinois,Small-spotted genet,2,5,10,14
752,gbradbornekv,Gillian,Bradborne,gbradbornekv@hao123.com,1 Southridge Circle,Richmond,Virginia,"Dove, laughing",2,5,10,16
753,sstichallkw,Sherwynd,Stichall,sstichallkw@wsj.com,57700 Macpherson Point,Baltimore,Maryland,Pocket gopher (unidentified),1,8,10,15
756,amephamkz,Alasdair,Mepham,amephamkz@unicef.org,8 Delaware Park,Boston,Massachusetts,Swamp deer,3,6,9,14
757,bskeermerl0,Berget,Skeermer,bskeermerl0@virginia.edu,80 Vermont Trail,Durham,North Carolina,"Goldeneye, common",2,6,10,13
759,gburrowsl2,Gusti,Burrows,gburrowsl2@nih.gov,073 Waubesa Avenue,Milwaukee,Wisconsin,American alligator,4,7,9,14
766,echaizel9,Ettore,Chaize,echaizel9@newsvine.com,22 Tennyson Crossing,Cincinnati,Ohio,Grey fox,1,5,10,14
767,ecoytela,Eldon,Coyte,ecoytela@sciencedirect.com,54455 Merrick Drive,Knoxville,Tennessee,Pocket gopher (unidentified),1,5,9,16
768,wmineghellilb,Ware,Mineghelli,wmineghellilb@patch.com,74 Anderson Lane,Springfield,Illinois,"Raccoon, crab-eating",2,5,9,13
772,lflearlf,Latrena,Flear,lflearlf@free.fr,3153 Lakeland Terrace,Corpus Christi,Texas,"Wombat, southern hairy-nosed",2,8,10,14
774,ejorissenlh,Eben,Jorissen,ejorissenlh@whitehouse.gov,305 1st Center,Norfolk,Virginia,"Cat, african wild",4,7,10,16
775,vtimbridgeli,Vicky,Timbridge,vtimbridgeli@archive.org,13 Briar Crest Lane,Indianapolis,Indiana,Frilled dragon,2,6,10,14
776,cnodenlj,Consolata,Noden,cnodenlj@engadget.com,0 Stephen Alley,Richmond,Virginia,Scottish highland cow,2,7,10,14
779,ehasserlm,Eachelle,Hasser,ehasserlm@ucsd.edu,371 Continental Drive,Spartanburg,South Carolina,Buttermilk snake,4,8,10,13
780,jdolbeyln,Jareb,Dolbey,jdolbeyln@wikipedia.org,7473 Sauthoff Way,Birmingham,Alabama,Rhesus monkey,1,6,10,15
782,lphillerlp,Laraine,Philler,lphillerlp@blogs.com,1 Beilfuss Parkway,Tucson,Arizona,"Toucan, red-billed",3,6,10,16
783,alaidlawlq,Adelice,Laidlaw,alaidlawlq@jalbum.net,9258 Norway Maple Junction,Des Moines,Iowa,Racer snake,1,7,9,14
785,jbalsomls,Joshuah,Balsom,jbalsomls@dmoz.org,9 Holmberg Hill,Chicago,Illinois,Lilac-breasted roller,3,6,10,14
786,gfaireslt,Gilburt,Faires,gfaireslt@illinois.edu,26 Hudson Center,San Diego,California,"Mouse, four-striped grass",2,8,9,15
788,pwhyelv,Pearle,Whye,pwhyelv@kickstarter.com,810 Tony Avenue,Richmond,Virginia,Crowned eagle,3,8,10,13
789,tnilleslw,Tibold,Nilles,tnilleslw@wired.com,56 Iowa Trail,Los Angeles,California,"Sunbird, lesser double-collared",2,6,9,13
792,cbirnielz,Clari,Birnie,cbirnielz@mashable.com,85790 Barby Trail,Lexington,Kentucky,Red-billed toucan,3,5,9,13
793,gwickendenm0,Gennifer,Wickenden,gwickendenm0@youtube.com,9123 Riverside Court,Houston,Texas,African fish eagle,4,8,10,16
794,iamottm1,Izak,Amott,iamottm1@aol.com,3348 South Crossing,Santa Barbara,California,Wild water buffalo,2,7,10,13
797,gbeardshallm4,Gloria,Beardshall,gbeardshallm4@ox.ac.uk,77748 Lakewood Gardens Point,Pueblo,Colorado,"Sheathbill, snowy",1,7,10,14
799,bahernem6,Bertha,Aherne,bahernem6@goo.gl,54 Stephen Way,Davenport,Iowa,Hoary marmot,2,8,9,16
801,jcoolm8,Johannes,Cool,jcoolm8@cnn.com,422 Briar Crest Street,Tacoma,Washington,Golden-mantled ground squirrel,1,8,10,15
803,dbreensma,Daniela,Breens,dbreensma@yahoo.co.jp,8 Packers Lane,Chicago,Illinois,Long-billed cockatoo,2,7,9,15
808,cdrifemf,Claude,Drife,cdrifemf@netvibes.com,56006 Algoma Road,Greensboro,North Carolina,Blue fox,3,7,10,14
809,acamachomg,Aline,Camacho,acamachomg@miibeian.gov.cn,91303 Scofield Way,Stamford,Connecticut,Blackish oystercatcher,3,8,9,13
810,rcallachermh,Rhonda,Callacher,rcallachermh@timesonline.co.uk,6 Starling Hill,Lincoln,Nebraska,Springbok,1,7,10,14
813,lbettymk,Libbie,Betty,lbettymk@amazon.com,21 Texas Lane,Johnson City,Tennessee,Caracara (unidentified),4,6,9,14
815,fchsteneymm,Fanchette,Chsteney,fchsteneymm@eventbrite.com,80459 Jenna Lane,Amarillo,Texas,Hudsonian godwit,3,5,9,16
817,twapplemo,Teodora,Wapple,twapplemo@examiner.com,789 Boyd Terrace,Hayward,California,"Snake, western patch-nosed",2,5,10,13
820,vfortiemr,Vera,Fortie,vfortiemr@sciencedirect.com,21687 Waxwing Plaza,Anaheim,California,Slender loris,4,7,10,13
822,imcginlaymt,Ivy,McGinlay,imcginlaymt@samsung.com,870 Graedel Pass,Tampa,Florida,Worm snake (unidentified),2,6,9,13
824,ddivvermv,Durante,Divver,ddivvermv@google.com.br,710 Oxford Way,Akron,Ohio,Asian lion,2,6,10,14
828,westerbrookmz,Warren,Esterbrook,westerbrookmz@cnet.com,38211 Northwestern Avenue,Richmond,Virginia,"Otter, north american river",1,6,10,15
831,eswaingern2,Elyn,Swainger,eswaingern2@netlog.com,2686 Paget Way,San Mateo,California,Sociable weaver,4,8,9,14
836,kgulyn7,Keriann,Guly,kgulyn7@google.pl,63103 Manufacturers Alley,Evansville,Indiana,"Fox, bat-eared",2,7,10,16
838,trobshawn9,Thorsten,Robshaw,trobshawn9@alibaba.com,90898 East Trail,New York City,New York,"Penguin, magellanic",2,5,9,15
